speaker,text,transcripts-id
Julian Hanna," reclaim the platform or something like it, and then I was also thinking of put it in the chat that Caroline busters article, it was quite nice earlier this year about the counterculture and kind of you know, dark forest sort of you know, a proliferation of new kinds of platforms and.",20210526-123033
Julian Hanna, New forms of counterculture off the kind of mainstream platforms.,20210526-123033
Julian Hanna, I don't know something something something like.,20210526-123033
Anne Karhio," Thank you, Julian thanks for the link as well.",20210526-123033
Anne Karhio, Right so yeah i'm Andy and.,20210526-123033
Anne Karhio, who inspired this question how would you.,20210526-123033
Andy," Thank you and thank you, Julian for that link, I know I know what i'm reading tomorrow morning, so um.",20210526-123033
Andy, I think it's a question of controlling what do we mean writing the code do we mean writing that algorithm that measures every action and behavior whether conscious or otherwise.,20210526-123033
Andy," The the it's not that it's too late, if there was never any control where where we you know were offered.",20210526-123033
Andy," To be users but we're being used, you know that that there would have to be I don't know I can imagine the possibility of some sort of.",20210526-123033
Andy," I don't know the can never be any control, in my opinion Karen I think the control can be.",20210526-123033
Andy, Perhaps in in the weight i'm thinking of the tick tock users who will get together and promised to be.,20210526-123033
Andy," At trump's rally and completely sort of tilted that off balance, and so I think there can be control, but not in the visual sense, like, I think, as you know, we're designers so we often.",20210526-123033
Andy, struggle with working on on all of these platforms and we had a sort of a thriving Internet art publication.,20210526-123033
Andy," Until the arrival of these platforms, that the kind of just vacuumed up just hoovered up our audience and took them onto the mobile devices and.",20210526-123033
Andy," flash wouldn't run on them and and nothing was was compatible anymore, and the audience didn't seem to care they weren't looking outwards, they were looking inwards so we needed to get past, I think that whole.",20210526-123033
Andy, sort of flurry of the emergence of the selfie and and all of this sort of.,20210526-123033
Andy, narcissistic posting your breakfast and and and all of those sort of we needed to get all of those urges out as as.,20210526-123033
Andy," The general mass public or the mass population could suddenly publish and be seen on a screen and on a device, and they were looking at themselves, and I think this is the risk.",20210526-123033
Andy, of writing in the platform is that you get tangled up in this sort of narcissistic identity quest and sometimes you get so distracted.,20210526-123033
Andy," You forget why you were there in the first place, but I think, yes, you can, because in the long run.",20210526-123033
Andy," All of the activity of the social media platform is the edge and that edge is feeding back the data to you know as oil, you know as the supply.",20210526-123033
Andy," To the mission to the machinery to the you know, to the iphones we probably do have some say we don't really know it, but we it's not allowed voice, but we have.",20210526-123033
Andy," You know, with with our wallets and and with our.",20210526-123033
Andy," Being followers and being active on the social media platforms, we do have a certain amount of agency, but it's not precisely that.",20210526-123033
Andy," The design that we would imagine all that we had the freedom to have when when the Internet and php and all that sort of stuff was and flash was was the dominant hegemony, but I think I think it's shaking now, I think.",20210526-123033
Andy," You know this mess acceleration of everybody going onto the platforms has widened, you know the the opportunities and the ordinances in in digital space, so I am optimistic i'm not quite sure of the route to get there, I disagree can.",20210526-123033
Andy, We.,20210526-123033
Andy," write, we do need to code, we need to you know follow marinas advice and and everyone else here in the room that are coders and I, you know.",20210526-123033
Andy," Obviously plugging away until we can we can break whatever we can put something else and it's maybe writing to the urges is cold and I presume, it is yeah.",20210526-123033
Anne Karhio," Thank you very much and encourage any questions that I have missed give me a shout now, if I have because I have a question so.",20210526-123033
Anne Karhio," One thing that I started thinking about that has to do with writing and language and access, but in a slightly different way in which they've been introduced his language and translation and the hegemony of English and English English kind of as lingua franca of many social media platforms.",20210526-123033
Anne Karhio, And how this question of agency.,20210526-123033
Anne Karhio," And kind of resistance to marginalization might relate to the language that people use or want to use or understand or have access to come, and I suppose, this is a question.",20210526-123033
Anne Karhio," To anyone in the panel some yeah I was thinking of the Indian context, in particular, but then of course French language and so on, that susie susie has written about French literature and even though it wasn't the topic today, but it is relevant to social media as well.",20210526-123033
Anne Karhio," Tell me, would you like to comment on the question of language.",20210526-123033
Anne Karhio, and use of online platforms for for.,20210526-123033
Anne Karhio, Content demand it out.,20210526-123033
Samya Roy," yeah absolutely I would love to comment on that, because that is something which has been very integral to my experience growing up, especially because i'm from India.",20210526-123033
Samya Roy," It is an ex colony of of Britain, Britain and and the colonial hangover is something that is.",20210526-123033
Samya Roy," palpable invisible in in daily lives now what you were saying about the hegemony of language, this can be seen in two ways, and this is, this is the event that I have with.",20210526-123033
Samya Roy," natives of my place all the time that there are one strand of people who think that we need to go back to our own languages, whatever that means.",20210526-123033
Samya Roy," and use that for coming occasion for academics and all sorts of stuff but speaking my language into consideration, I am a native born last speaker Bengali that is.",20210526-123033
Samya Roy, it's not a language which can accommodate a lot of.,20210526-123033
Samya Roy," techno technology or whatever, whatever there are a lot of difficulty when you come across as I was recently asked to serve as a social media translator for something that's coming up.",20210526-123033
Samya Roy," And i'm supposed to write things in Bengali over there, but my question here my problem here is to how do I get across do I write.",20210526-123033
Samya Roy," Some words in Bengali in someones in English, now that is one way to look at it, whether you use your own language or whether you do not.",20210526-123033
Samya Roy, And there are some other people who think that quote unquote some language which is from the colonizer.,20210526-123033
Samya Roy," That language is no longer a part of the colonizer in a very Caliban tempest sense of the term, it is your language now and whether you want to speak back cars or whatever you want to do it's your language now.",20210526-123033
Samya Roy," i'm more belonging to the lighter side of the spectrum, but when I see people use language on social media.",20210526-123033
Samya Roy," They use it in two ways people who are proficient in the news we use English and people who want to use bangla the US bangla, but there are also people who know both.",20210526-123033
Samya Roy," The pressure to use bangla does because they want to show what their identity said, where they come from and what their identity is so I think it's a matter of personal politics of what.",20210526-123033
Samya Roy," People stand for, do you have very honest and I have tried to pinpoint it to a general consensus, but I have to.",20210526-123033
Anne Karhio, Thank you very much samia and.,20210526-123033
Anne Karhio," there's there was a question coming from sound, but CERN has decided that he has he has sort of been this question has served me answered already and Roberta has been asking.",20210526-123033
Roberta Iadevaia," For yes, thank you, yes, thank you all for your presentation and I just want to thank again somehow for his.",20210526-123033
Roberta Iadevaia," Precious suggestions and I may ask you a few may explain a little more, if you want your next goals for the electronic literature in India, thank you.",20210526-123033
Samya Roy," Thank you, thank you so much for that question, Robert says nice to see you after like two or three days they waited you can do.",20210526-123033
Samya Roy," So for me electronically teacher well, a very important part of electronic register for me is to explore different technical challenges I mean.",20210526-123033
Samya Roy," Using vr ar it's very attractive very nice and it, it can be used in different other ways also watch, for me, we belong into a space, which is still very print dominated as.",20210526-123033
Samya Roy, People as Andy and and we were talking about i'm sorry if I can't get your name properly.,20210526-123033
Samya Roy," So, another important part of me is to propagate the notion of web based literacy by the use of electronic literature.",20210526-123033
Samya Roy," This is something that I have been saying for a long time that ever since we grow we have been growing up, we have been taught to read and write on paper.",20210526-123033
Samya Roy," But now, most of the reading and writing I won't say most but a major chunk of reading and writing happens online.",20210526-123033
Samya Roy," What we haven't been trained to do so, online, and so what I.",20210526-123033
Samya Roy," Experience from people of my generation and from our generation one not acquainted with the online the electronic or the web, or whatever you want to call it.",20210526-123033
Samya Roy," There is this print anxiety that comes into into the picture, which is extremely extremely visible that people are anxious about using the Internet about.",20210526-123033
Samya Roy," scared about pop ups or something like that, and they always want to use someone else's assistance, so I personally would think of using electronic register, because it challenges your perception of the media, where it is being written.",20210526-123033
Samya Roy," When when you click on it, whether you scroll to it, whether you drag point drop do whatever you want.",20210526-123033
Samya Roy, The images and then CC text then click on a hyperlink and go to a different web page see something and come back not anything extraordinary just the rudimentary.,20210526-123033
Samya Roy," It challenges your perception on how you do read things, how you perceive things on the web, and I believe that it has a very important pedagogical purpose that can be solved in pieces as basically music as the higher education classroom so yeah that's all.",20210526-123033
Samya Roy," That I was something that I would like to explore, in the name on.",20210526-123033
Samya Roy," The pedagogical possibility, thank you.",20210526-123033
Anne Karhio, Thank you something.,20210526-123033
Anne Karhio," Which is a few minutes left, and I think we let certain and ask is is questions question sorry I hope I didn't miss miss you too far as it's just it was your own or comments that actually you might be okay, but we have time for it.",20210526-123033
"S?ren Bro Pold (he, him)"," it's Okay, but it's.",20210526-123033
"S?ren Bro Pold (he, him)", yeah it's in continuation of these.,20210526-123033
"S?ren Bro Pold (he, him)", comments that have come up and the discussion we've had in the chat of you know platforms.,20210526-123033
"S?ren Bro Pold (he, him)", as compared to paper or print or something like that and and and.,20210526-123033
"S?ren Bro Pold (he, him)"," i'm totally agreeing to I think it was susie who pointed out that, that of course platforms have this kind of algorithmic.",20210526-123033
"S?ren Bro Pold (he, him)"," way of conforming to whatever you're doing, and also of of of limiting.",20210526-123033
"S?ren Bro Pold (he, him)", What you can do.,20210526-123033
"S?ren Bro Pold (he, him)"," Also, through data tracking and feedback, etc.",20210526-123033
"S?ren Bro Pold (he, him)"," Though I still also think, and that was where I think Karen and pointed in that direction that that this period, over the last year, where we've been so immersed in platforms.",20210526-123033
"S?ren Bro Pold (he, him)", We are we at this point where we might have started to to to to learn to read them in different ways that we we we learn.,20210526-123033
"S?ren Bro Pold (he, him)"," learn that the the data that tracks us is not necessarily us, I know, all kinds of great a gardener is going to speak about that later today that that we are not our data.",20210526-123033
"S?ren Bro Pold (he, him)", data is also just a language and and and I think the really interesting aspects here is is also have of the papers that was presented here is.,20210526-123033
"S?ren Bro Pold (he, him)"," Whether we have also different you both kind of use practices, but also reading practices within different communities and, of course, something like manifestos is is a way of challenging.",20210526-123033
"S?ren Bro Pold (he, him)", Also platforms right so So yes.,20210526-123033
"S?ren Bro Pold (he, him)", Perhaps it's not really a question.,20210526-123033
"S?ren Bro Pold (he, him)"," comment, but I think you know this yeah this moment of readings, I think, is really interesting.",20210526-123033
Anne Karhio, Thank you very much.,20210526-123033
Anne Karhio," And if it's a comment is a fine concluding comment I think if we have exactly one minute, so if somebody has a very short answer um we have time for that.",20210526-123033
Anne Karhio," But if everybody's happy with things as they are, I think we can we can accept that that was a wonderful concluding comment for for the panel um I think.",20210526-123033
Anne Karhio," I think we're Okay, in terms of questions and such.",20210526-123033
iqra khurshid, Okay.,20210526-123033
Anne Karhio, You have a question.,20210526-123033
iqra khurshid, I have to present.,20210526-123033
Anne Karhio, How can you presenting okay i'm.,20210526-123033
Anne Karhio," Okay, thank you, everybody for the wonderful presentations and wonderful discussion.",20210526-123033
Anne Karhio, And i'm really happy we had all the for presentations it brought some balance i'm sorry.,20210526-123033
Anne Karhio," Okay, I think we are good to go.",20210526-110200
Anne Karhio," So we've had our Jingle now presumes that that means that we are, we are okay to proceed with the official.",20210526-110200
Anne Karhio," program so welcome everybody to this morning's first session I hope you've enjoyed the past few days, and you know refreshed after night's sleep ready for more zoom conversations, and so this wonderful panel is on platform possibilities and beyond, and we have three speakers and I will.",20210526-110200
Anne Karhio," Allow the speakers to to proceed, one by one, and then we'll have Q amp a and hopefully plenty of time for Q amp a.",20210526-110200
Anne Karhio," Afterwards, so without further ado i'd like to present our first speaker who is Samir Roy.",20210526-110200
Anne Karhio, Who is working on a master's thesis in English literature at the University of English.,20210526-110200
Anne Karhio, English foreign languages in Hebrew.,20210526-110200
Anne Karhio," And yeah go ahead, sorry yeah.",20210526-110200
Samya Roy, yeah hi can everyone hear me my audio problem yeah alright so you're going to scream.,20210526-110200
Samya Roy," Okay, is my screen visible.",20210526-110200
Anne Karhio, not yet not yet no.,20210526-110200
Samya Roy, not visible oh sorry.,20210526-110200
"S?ren Bro Pold (he, him)", Just says you've started screen sharing and then it's black.,20210526-110200
Samya Roy, Oh i'm sorry I think my screen must have frozen.,20210526-110200
Samya Roy," Then you could proceed with the next presenter or presenters Okay, and then I can probably come in later on, because my.",20210526-110200
Anne Karhio," Are you sure you've given your zoom I think you have to give it permission to access your to do share your screen there's the setting for that unless somebody knows better with this happened to me a few weeks ago, oh there we are.",20210526-110200
Anne Karhio," Okay, oh.",20210526-110200
susiecronin, it's that turned it off and turn it on again.,20210526-110200
None,select.,20210526-110200
Samya Roy, visible now yeah.,20210526-110200
Samya Roy, So sorry so sorry for.,20210526-110200
Samya Roy, That up whatever.,20210526-110200
Samya Roy," yeah alright, so my name is Roy i'm currently a master student in a few hyderabad and just finished representing my senses, so I will be talking about Indian electronic writing publix platforms and possibilities.",20210526-110200
Samya Roy," And you can, as you can see that there is a little solo written over there, means that i'll be focusing on solo Indian electronic writing now what is solo electronic writing.",20210526-110200
Samya Roy, Is that in my master's thesis I try to identify how people I mean people who don't really have any infrastructural support or any kind of.,20210526-110200
Samya Roy, mostly not academic understanding of what electronic signature is because mostly they don't.,20210526-110200
Samya Roy," And how do they create electronic literature, or how do they write on the web, in their own without any kind of support without any kind of infrastructure or technical support so yeah.",20210526-110200
Samya Roy, So the first thing we use publix and how I bring this into the picture I started with a survey I my survey went on from 15th of March June 15 of April.,20210526-110200
Samya Roy," are collected at nine text based interviews and from there, I clean the data and I got some data for my survey.",20210526-110200
Samya Roy, And in my survey also I requested for people to join and I wanted to create a Community for electronic signature and.,20210526-110200
Samya Roy," To create a Community for electronic traditional in India, I have to take help have two very important organizations.",20210526-110200
Samya Roy," One of them being 30, which is the digital humanities alliance for research and teaching innovations and gain studies, India, the Twitter handles and and the one website is mentioned for people, if you want to follow.",20210526-110200
Samya Roy," So this space, which is active in walks up is very important morality in the Indian context it's very important to bridge the divide, and this is where my publix comes into play, which was very important for me to collect my data.",20210526-110200
Samya Roy," And that gave rise to electronic signature India, which proved essentially in gathering and and seeing the presence and then pizza gate and the process of amplification.",20210526-110200
Samya Roy," And then coming to the platforms, I know I can't really elaborate on the data and analysis at this point, but you can take a screenshot if you want, and I am.",20210526-110200
Samya Roy," More than happy to talk on it, but since we have a shortage of time I can you elaborate on it, but i'll just quickly go through it.",20210526-110200
Samya Roy," So that not to take any of the others time in the platforms, want to try to see is the two very important aspects of the aspects of gender intentionality.",20210526-110200
Samya Roy," People who are dedicated to identify as male and female, I asked them that, why do they write online, what is the reason, and I see a marked difference between the gender and and why the right.",20210526-110200
Samya Roy," call for in the context of the meal, I see that they talk about feeling good and community, but to be a very important part, but the case of females 18% talk about cathartic responses and events occasionally.",20210526-110200
Samya Roy, faces to give you the space to kind of express themselves and about platforms also convenience forms a major part and why do they reject print.,20210526-110200
Samya Roy," Why can they not writing print and many people say that it is because it is interactive informal and three, which is very important when it comes to the context of India alright.",20210526-110200
Samya Roy," Then, apart from my thing I will also like to point out the darkest where I have been writing in English.",20210526-110200
Samya Roy," i've been reading literature, for the past five years since I was in school where I continue to experiment with it and stuff after.",20210526-110200
Samya Roy," After like a few hours, we will have right was within our lesson, where, if you join I will talk more about it and Elsa, but I have been trying to create the near.",20210526-110200
Samya Roy," Future collection, so that is also an important source, where you can identify how things are working out and if you have been in the draft.",20210526-110200
Samya Roy," exhibit just before this you might have had some pointers there as well, okay now coming to the very end, I won't take much time on any more time.",20210526-110200
Samya Roy," So the possibilities, is where we can go further now.",20210526-110200
Samya Roy," I talked about electronic India right so in terms of India, the group which exists in what's up at this point.",20210526-110200
Samya Roy, But because our country is going to start a humanitarian crisis we're using the group to collect resources and help each other out need to collect oxygen out of the hospital beds.,20210526-110200
Samya Roy," Because he has academic is important, but it is even more important for people to be alive yeah my videos are given and I will be love to talk anytime so yeah Thank you so much.",20210526-110200
Anne Karhio," Thank you very much, semi, and so we will go with the usual system will go one paper or presentation after another and then we'll have a conversation afterwards.",20210526-110200
Anne Karhio," So our next speaker is susie cronin, who is a scholar of eloquent literature, based in Cork Ireland at the moment it's such an interesting situation where you never know where people actually are their institutional affiliations and where people are from, and then there are.",20210526-110200
Anne Karhio," places where they happened to be at the moment, so.",20210526-110200
Anne Karhio," yeah wonderful, but also disorienting.",20210526-110200
susiecronin," For me, and you and I are not so far from each.",20210526-110200
susiecronin, lovely but it feels like you know you could be in any time zone or anywhere.,20210526-110200
Anne Karhio," Anyway, go ahead Susan.",20210526-110200
susiecronin, Thanks so much and so i'll just preface my discussion by saying that i'm not actually affiliated with an institution at the moment and i'm not researching full time but I did come across and i'm going to start sharing my screen and probably quite clumsy Lisa and.,20210526-110200
susiecronin," Share screen so i'm currently looking at migrant narratives and the ways in which these sort of contribute to, and let me just find the button, because I live on faces are over present and.",20210526-110200
susiecronin, I shouldn't try and speak and coordinate myself at the same time can everyone see my screen.,20210526-110200
susiecronin, Perfect cool Thank you so much.,20210526-110200
susiecronin, um yes okay so i'm currently looking at the way in which online communities are formed and the way in which the iterations of Community then have sort of repercussions for understanding of.,20210526-110200
susiecronin," Mobility and privilege and travel in the present so as part of that sort of interest strand, this is something that I developed following.",20210526-110200
susiecronin," Reading the IOM world migration report in 2020 and to see that migrate narratives have been rendered in expressive digital forms, so that is to say.",20210526-110200
susiecronin," narrative forums that operate for the purpose of storytelling so we have instances of Apps, such as the Italian up working, which is a slightly game of fired up that is designed to allow migrants to.",20210526-110200
susiecronin," navigate the job market in Europe, but I think the two Apps that I look at here survival and very me my love both produced in 2017 are interesting for this kind of purity of.",20210526-110200
susiecronin, em storytelling intention and the idea that they're purely for narrative purposes and they're both gamma Phi to they're both sort of designed in such a way that they are.,20210526-110200
susiecronin, Engaging user interactivity and they use the game form but in sort of a non traditional way as i'll explore here.,20210526-110200
susiecronin," And so, because of the shortness of the discussion i'm just going to cherry pick some of the points and I was skeptical initially when I read this was my presentation on moving sorry.",20210526-110200
susiecronin, him.,20210526-110200
susiecronin," There we go now apologies, so I was skeptical initially about this idea of the serious game in inverted commas so that's how survival presents itself on its Google APP store homepage and then I found the concept of retirees and.",20210526-110200
susiecronin," persuasive game useful here, so the persuasive game is that is designated as an art practice or a piece of instructive art, more so than a sort of marketable product designed as an enjoyable distraction from the real world.",20210526-110200
susiecronin," And, and so really emphasizes the particular aptitude of the persuasive game forum for dealing with political themes such as Labor migrants and war.",20210526-110200
susiecronin, And so I found this quite a constructor sort of avenue to look at some of the problematic surrounding categorizing this kind of material.,20210526-110200
susiecronin," And I looked also at the way in which empathy is generated and we want kind of have time to look into other platforms, such as instagram, for example, but I think it's interesting to look at the capacity.",20210526-110200
susiecronin," of migrant centered content and content created and by and four people on the move, as a force that can sort of regenerate and refresh and.",20210526-110200
susiecronin," contribute positively to our perception of what migrant experience is, and I think, as has arisen in sort of previous discussions in different panels.",20210526-110200
susiecronin," The mobile phone kind of keeps arising as one of the most democratic sort of platforms for and the sharing of digital narrative, so I think this fact that both.",20210526-110200
susiecronin," Of the narratives I explore here are published on phone Apps is really powerful in the sense that it creates this kind of as even as possible access, and let me see.",20210526-110200
susiecronin," So i'll skip forward a little bit because i'm conscious of time, this is the homepage of survival, so it shows the sort of six thumbnails that and.",20210526-110200
susiecronin," describe the six and levels, I was gonna say chapters i've kind of internalize the narrative too much so survival is an APP that's held.",20210526-110200
susiecronin, In landscape rotation on the phone so it's kind of read the lens of this kind of game boy.,20210526-110200
susiecronin, format and the gamification does mean that the APP simplifies somewhat the kind of characterization and other aspects of sort of narrative development and so its capacity to generate empathy is kind of surrendered a little bit to.,20210526-110200
susiecronin," fitting in with the game for them, and I think that's part of the fact that it's generated as a collaborative project that I believe did not receive so much funding.",20210526-110200
susiecronin, But they've done very well in order to create a piece that raises awareness that's freely available and that represents what can be done.,20210526-110200
susiecronin," When sort of migrant communities and locals in inverted commas, because I think that term is also quite a strangely towards realizing and work together in order to create something that allows people to navigate.",20210526-110200
susiecronin, And I think it was altered in some of the reviews for its simplicity and I think in some ways the way in which it's set up as a game.,20210526-110200
susiecronin," has caused issues with some users were one of the user of using the Google play store reads I like it, but why does the boat level have to take so long.",20210526-110200
susiecronin, So I think the empathy is blocked somewhat by the extent to which the game is created as a game in which the goal is to move through things sort of seamlessly.,20210526-110200
susiecronin," And i'm conscious of time i'm probably a exploiting the time limit, a little bit so do stop me please, and if.",20210526-110200
susiecronin, i'm going over a very me my love is a much more sort of developed project in the sense that there are multiple sort of.,20210526-110200
susiecronin," organizations involved, so the pixel hunt are de France and fakes and it's inexpensive it's not free to download it's also available on the APP store.",20210526-110200
susiecronin, And you have a sense of the aesthetics from this.,20210526-110200
susiecronin," and part of the advertisement for Barry my love characterization is much more developed it takes the form of instant messaging between nor, who is a migrant woman from Syria undertaking.",20210526-110200
susiecronin," A sort of clandestine journey and to Turkey, there are a number of different sort of strands of the narrative so depending on.",20210526-110200
susiecronin, How you choose to respond you normally have two options so you're you as the user are interacting as magic was no noise husband in the narrative.,20210526-110200
susiecronin," And the tone is very sort of ludic, so I think the title very me my love comes across as a little bit alarming to a non Arabic speaker but it's sort of colloquialism that is quite a commonplace way of saying goodbye.",20210526-110200
susiecronin," So I think, and then by contrast to this kind of quite large title and the actual vernacular of the narrative itself is quite playful and, in some ways, quite American, so there is a little sense and.",20210526-110200
susiecronin," that we need to probe here as well, to what degree, words are being placed in the characters mode what's being lost or gained in translation, but that's a whole nother.",20210526-110200
susiecronin, Discussion for someone with a bit more Arabic proficiency so the narrative and twins itself in the temporary.,20210526-110200
susiecronin," of instant messaging the absence push notification to the user, the way in which the user has to experience delays sort of then parallel.",20210526-110200
susiecronin, The way in which measured has to wait on updates from newer there's a degree of uncertainty and suspense experienced from these delays.,20210526-110200
susiecronin, And so I think this does work really effectively in order to generate sort of a sense of empathy with someone in the position of being separated from a loved one who's undertaking.,20210526-110200
susiecronin, A migratory trajectory.,20210526-110200
susiecronin," And there is also a lot of discussion of the kinds of issues that are encountered, am I doing okay for time to have.",20210526-110200
susiecronin, yeah I think it runs just being kind I think i'm probably running over.,20210526-110200
susiecronin, So neuro occasionally cuts the conversation short wary of issues such as low battery and so there is this kind of paralleling of the user with magic who's based.,20210526-110200
susiecronin," At their home, he has the stability, where he's not sort of.",20210526-110200
susiecronin," and subjected to the same kind of restrictions margin is also sort of freely able to browse information so, for instance you'll hear from Norway she's in Croatian she sees a huge demonstration or a blockage.",20210526-110200
susiecronin," And, from my perspective, he is the one who's able to browse for con for news content or updates and that might give him some context as to why that is, and so you can feel noise kind of.",20210526-110200
susiecronin, apprehension and the restrictions on her in terms of not allowing her phone battery to die because she's never quite sure.,20210526-110200
susiecronin," How much is left, so there is a very real sense of sort of urgency and also limitation here, and I think these delays really generate investment in the narrative for any user that is sort of.",20210526-110200
susiecronin," earnestly engaging with the narrative I think there is a really successful sort of sense of investment, and I think.",20210526-110200
susiecronin, The way in which the push notifications are sent to the user's phone mean that they're sort of accorded.,20210526-110200
susiecronin," Attention there's a decision actively been taken, each time in this attention economy, whereby this narrative deserves attention this narrative deserves sort of investment on the part of the user.",20210526-110200
susiecronin," i'll skip ahead, just to my concluding remarks because I think I should sort of start to wrap up.",20210526-110200
susiecronin, And then again i've mentioned this before the phone is an intersection between practicality and entertainment urgency and destruction.,20210526-110200
susiecronin," And it kind of operators quite a democratic platform choice, so I think the mobile APP narrative has a huge amount of potential for narratives in terms of diffusing widely and diffusing in a democratic way.",20210526-110200
susiecronin, A return to the persuasive game notion will no doubt pro fruitful in gaining a fuller understanding of the game form beyond lunatics.,20210526-110200
susiecronin," And operating more intentionally as a catalyst for change, and I look as well in the paper at games for change an organization that looks.",20210526-110200
susiecronin, At specifically grouping together or sort of indexing games that have a social context or social justice sort of context and intention and.,20210526-110200
susiecronin," Finally, to small things i'm wondering whether and this might be very reductive for scholars with more sort of proficiency in video game studies.",20210526-110200
susiecronin, But whether the persuasive game inverts the traditionally held perception of video games form as rooted in fantastical escapism and instead engages the player and urgent immersion and confrontation with real world issues.,20210526-110200
susiecronin, And that's sort of an open ended question that will just sort of feed into further probing of this persuasive game idea in relation to not only migrant narratives but also LGBT Q sort of narratives and the scope of.,20210526-110200
susiecronin," The video game as a mode of exploring empathy and understanding Community building and Community solidarity here and, finally, looking at.",20210526-110200
susiecronin, The title of this panel platform possibilities and beyond i'm interested in the way in which migrant narrative can capture and express.,20210526-110200
susiecronin," And itself, the way in which migrants can use social media platforms to re Center the dialogue that often is kind of appropriated by journalism and is often sort of em.",20210526-110200
susiecronin," prescriptive in the sense that m news platforms will often dictate what kind of content, they want to use in order to mobilize a particular vision of migrants, so I think this kind of capacity for.",20210526-110200
susiecronin, Migrants to.,20210526-110200
susiecronin, Re Center themselves.,20210526-110200
susiecronin," within their own narratives is something that represents quite a powerful potential, and I think it's quite exciting to see this appearing in the realm of digital literature as we kind of talked more and more about.",20210526-110200
susiecronin," equality of representation and looking at communities worldwide engaging in digital points, so thank you so much for listening.",20210526-110200
susiecronin, I kind of skipped over the last slides apologies and please do reach out to me i'd love to chat more and i'm looking forward to the questions and thank you for letting me ramble on for quite such a long time i'll stop screen sharing.,20210526-110200
Anne Karhio, Thanks very much susie i'm.,20210526-110200
Anne Karhio," fairly well on time with with questions as well, so we should be okay just a warning because my I keep getting warnings that my connection is unstable and my screen freezes a little bit every now and then so i'm not planning to disappear, but if.",20210526-110200
Anne Karhio," I drop a line for a second so don't be alarmed, I will be back as soon as possible.",20210526-110200
Anne Karhio, Great thanks to the and we have one more speaker in this panel and that's Julian Hannah and.,20210526-110200
Anne Karhio," assistant professor in tilburg University in the Netherlands at the moment, if I.",20210526-110200
Anne Karhio, crack it and yeah go ahead and we'll have a conversation and questions afterwards.,20210526-110200
Julian Hanna, Thanks i'll just share my.,20210526-110200
Julian Hanna, screen here.,20210526-110200
Julian Hanna, how's that can you see that okay.,20210526-110200
Julian Hanna, Can you hear me and see everything and everything's good okay good so as you can see my papers called pandemic and protest revolution and reflection and it's about the online manifesto from the past.,20210526-110200
Julian Hanna, 14 or 15 months basically as you'll see I kind of stuck to the brief of the pandemic timeline pretty closely.,20210526-110200
Julian Hanna," So i'll start by saying I hope this finds you well in a way that we've gotten used to say, this is just a glimpse of the full version, obviously.",20210526-110200
Julian Hanna, Just kind of starting from this point of view of.,20210526-110200
Julian Hanna, Taking the manifesto as the kind of genre of the avant garde.,20210526-110200
Julian Hanna, And it also kind of is reflecting and often encouraging crisis points and upheaval in politics and society in the arts.,20210526-110200
Julian Hanna," there's been a lot of great scholarship on the manifesto, but most of it was written before 2008 so it's starting to get it's you know just in social media was getting started so it's it's getting.",20210526-110200
Julian Hanna," slightly out of date and that's the kind of gap i'm trying to fill, but in this case i'm just starting i'm just focusing really on the pandemic period.",20210526-110200
Julian Hanna, So this was strange timing.,20210526-110200
Julian Hanna," I think manifestos definitely thrive in years, like the one we've just had the times of uncertainty and promise as well.",20210526-110200
Julian Hanna," I wrote about some of these themes in the manifesto handbook there on the left, which came out in February, on the eve of the pandemic and then the very next month briana files excellent anthology burn it down feminist manifestos for the revolution was published by verse so.",20210526-110200
Julian Hanna," So, neither of us got a book tour.",20210526-110200
Julian Hanna, As far as states in your introduction we've returned again to a period of cultural reckoning people who wants to on the sideline to jumping into the fray.,20210526-110200
Julian Hanna," And through mainstream social media platforms, as well as niche and alternative online spaces, the manifesto is we claimed its function as a primary marker of history, but whether analog or digital manifest has always been.",20210526-110200
Julian Hanna," Serving very diverse movements and ends, so I started collecting manifestos even more than usual at the beginning of the pandemic and I was keeping a sort of hybrid pandemic protest manifester diary.",20210526-110200
Julian Hanna, And so the paper is divided chronologically and moves through the four seasons or five seasons beginning and ending in spring.,20210526-110200
Julian Hanna, It was the year of reflection and re evaluation.,20210526-110200
Julian Hanna," In the spring of 2020 followed by accident upheaval in the summer, followed by frustration and promises of change in the autumn, followed by reaction and acceleration into near collapse in the winter you remember.",20210526-110200
Julian Hanna," followed by mounting fatigue delirium and, finally, some hope for the future, with the arrival of spring and vaccinations.",20210526-110200
Julian Hanna," So, to start with spring if there's one manifesto that's emblematic of the tone of spring 2020, it must be the South Korean team manifesto launched from the website stay the Fuck home.",20210526-110200
Julian Hanna, The blend in practical Open Source manifesto describes itself as a set of loose guidelines for people who wish to join the movement and take action that can actually make a difference.,20210526-110200
Julian Hanna," and other high profile manifested from March, this time, focusing on actions for bringing about a different post pandemic world was published by Bruno latour who has been mentioned in some of the panels.",20210526-110200
Julian Hanna," It takes the form of a questionnaire, although there's still some kind of combative manifesto rhetoric in there, for example, he says, now is the time for the annual stuck take when common sense.",20210526-110200
Julian Hanna," asks us to start production up again as quickly as possible, we have to shout back Absolutely not.",20210526-110200
Julian Hanna, seizing the opportunity for change at the outset of the pandemic latour asks what are some suspended activities that you would like to see not coming back.,20210526-110200
